Segmentation List:
1: X= 11 | Y= 34 | Pose= Vertical | Length= 759
3592: X= 575 | Y= 641 | Pose= Vertical | Length= 1
3593: X= 575 | Y= 653 | Pose= Horizontal | Length= 2
3594: X= 576 | Y= 336 | Pose= Vertical | Length= 2
3595: X= 576 | Y= 402 | Pose= Vertical | Length= 3
3596: X= 576 | Y= 403 | Pose= Horizontal | Length= 2
3597: X= 576 | Y= 471 | Pose= Vertical | Length= 3
3598: X= 576 | Y= 472 | Pose= Horizontal | Length= 2
3599: X= 576 | Y= 625 | Pose= Vertical | Length= 2
3600: X= 576 | Y= 639 | Pose= Vertical | Length= 2
3601: X= 577 | Y= 404 | Pose= Vertical | Length= 6
3602: X= 577 | Y= 473 | Pose= Vertical | Length= 4
3603: X= 577 | Y= 624 | Pose= Vertical | Length= 2
3604: X= 577 | Y= 641 | Pose= Vertical | Length= 3
3605: X= 578 | Y= 337 | Pose= Vertical | Length= 1
3606: X= 578 | Y= 403 | Pose= Vertical | Length= 3
3607: X= 578 | Y= 472 | Pose= Vertical | Length= 3
3608: X= 578 | Y= 475 | Pose= Vertical | Length= 2
3609: X= 578 | Y= 619 | Pose= Vertical | Length= 2
3610: X= 578 | Y= 621 | Pose= Horizontal | Length= 3
3611: X= 578 | Y= 636 | Pose= Vertical | Length= 2
3612: X= 578 | Y= 637 | Pose= Vertical | Length= 2
3613: X= 579 | Y= 319 | Pose= Vertical | Length= 12
3614: X= 579 | Y= 320 | Pose= Horizontal | Length= 2
3615: X= 579 | Y= 328 | Pose= Vertical | Length= 1
3616: X= 579 | Y= 405 | Pose= Horizontal | Length= 2
3617: X= 579 | Y= 474 | Pose= Vertical | Length= 1
3618: X= 579 | Y= 476 | Pose= Vertical | Length= 2
3619: X= 579 | Y= 617 | Pose= Vertical | Length= 1
3620: X= 579 | Y= 623 | Pose= Vertical | Length= 1
3621: X= 579 | Y= 635 | Pose= Vertical | Length= 3
3622: X= 579 | Y= 638 | Pose= Horizontal | Length= 3
3623: X= 580 | Y= 321 | Pose= Vertical | Length= 4
3624: X= 580 | Y= 323 | Pose= Vertical | Length= 3
3625: X= 580 | Y= 324 | Pose= Vertical | Length= 1
3626: X= 580 | Y= 406 | Pose= Vertical | Length= 3
3627: X= 580 | Y= 471 | Pose= Vertical | Length= 3
3628: X= 580 | Y= 477 | Pose= Vertical | Length= 5
3629: X= 580 | Y= 478 | Pose= Horizontal | Length= 2
3630: X= 580 | Y= 633 | Pose= Vertical | Length= 2
3631: X= 580 | Y= 648 | Pose= Horizontal | Length= 6
3632: X= 581 | Y= 468 | Pose= Vertical | Length= 2
3633: X= 581 | Y= 470 | Pose= Vertical | Length= 2
3634: X= 581 | Y= 475 | Pose= Vertical | Length= 5
3635: X= 581 | Y= 479 | Pose= Vertical | Length= 3
3636: X= 581 | Y= 631 | Pose= Vertical | Length= 3
3637: X= 581 | Y= 632 | Pose= Vertical | Length= 1
3638: X= 581 | Y= 634 | Pose= Vertical | Length= 1
3639: X= 581 | Y= 648 | Pose= Vertical | Length= 4
3640: X= 581 | Y= 653 | Pose= Vertical | Length= 4
3641: X= 582 | Y= 322 | Pose= Vertical | Length= 1
3642: X= 582 | Y= 405 | Pose= Vertical | Length= 1
3643: X= 582 | Y= 761 | Pose= Vertical | Length= 3
3644: X= 583 | Y= 327 | Pose= Horizontal | Length= 4
3645: X= 583 | Y= 469 | Pose= Vertical | Length= 1
3646: X= 583 | Y= 476 | Pose= Vertical | Length= 2
3647: X= 583 | Y= 478 | Pose= Vertical | Length= 2
3648: X= 583 | Y= 480 | Pose= Vertical | Length= 3
3649: X= 583 | Y= 481 | Pose= Vertical | Length= 1
3650: X= 583 | Y= 619 | Pose= Vertical | Length= 2
3651: X= 583 | Y= 628 | Pose= Vertical | Length= 3
3652: X= 583 | Y= 629 | Pose= Horizontal | Length= 2
3653: X= 583 | Y= 637 | Pose= Horizontal | Length= 4
3654: X= 583 | Y= 676 | Pose= Horizontal | Length= 4
3655: X= 583 | Y= 748 | Pose= Vertical | Length= 4
3656: X= 583 | Y= 749 | Pose= Horizontal | Length= 3
3657: X= 584 | Y= 322 | Pose= Horizontal | Length= 3
3658: X= 584 | Y= 328 | Pose= Vertical | Length= 2
3659: X= 584 | Y= 330 | Pose= Vertical | Length= 2
3660: X= 584 | Y= 474 | Pose= Vertical | Length= 4
3661: X= 584 | Y= 626 | Pose= Horizontal | Length= 2
3662: X= 584 | Y= 632 | Pose= Vertical | Length= 3
3663: X= 584 | Y= 633 | Pose= Horizontal | Length= 2
3664: X= 584 | Y= 637 | Pose= Vertical | Length= 2
3665: X= 584 | Y= 640 | Pose= Vertical | Length= 2
3666: X= 584 | Y= 649 | Pose= Vertical | Length= 7
3667: X= 584 | Y= 654 | Pose= Horizontal | Length= 6
3668: X= 584 | Y= 676 | Pose= Vertical | Length= 2
3669: X= 584 | Y= 679 | Pose= Vertical | Length= 2
3670: X= 584 | Y= 751 | Pose= Vertical | Length= 3
3671: X= 584 | Y= 762 | Pose= Vertical | Length= 186
3672: X= 585 | Y= 326 | Pose= Vertical | Length= 3
3673: X= 585 | Y= 327 | Pose= Vertical | Length= 1
3674: X= 585 | Y= 329 | Pose= Vertical | Length= 3
3675: X= 585 | Y= 465 | Pose= Vertical | Length= 3
3676: X= 585 | Y= 466 | Pose= Horizontal | Length= 2
3677: X= 585 | Y= 629 | Pose= Horizontal | Length= 2
3678: X= 585 | Y= 634 | Pose= Vertical | Length= 2
3679: X= 585 | Y= 638 | Pose= Horizontal | Length= 2
3680: X= 585 | Y= 655 | Pose= Vertical | Length= 4
3681: X= 585 | Y= 656 | Pose= Vertical | Length= 4
3682: X= 585 | Y= 659 | Pose= Vertical | Length= 4
3683: X= 585 | Y= 677 | Pose= Horizontal | Length= 2
3684: X= 585 | Y= 752 | Pose= Vertical | Length= 5
3685: X= 585 | Y= 753 | Pose= Horizontal | Length= 4
3686: X= 586 | Y= 322 | Pose= Vertical | Length= 6
3687: X= 586 | Y= 323 | Pose= Horizontal | Length= 3
3688: X= 586 | Y= 412 | Pose= Vertical | Length= 2
3689: X= 586 | Y= 467 | Pose= Vertical | Length= 2
3690: X= 586 | Y= 470 | Pose= Vertical | Length= 2
3691: X= 586 | Y= 472 | Pose= Vertical | Length= 3
3692: X= 586 | Y= 473 | Pose= Vertical | Length= 3
3693: X= 586 | Y= 619 | Pose= Vertical | Length= 9
3694: X= 586 | Y= 626 | Pose= Vertical | Length= 4
3695: X= 586 | Y= 627 | Pose= Vertical | Length= 3
3696: X= 586 | Y= 630 | Pose= Vertical | Length= 3
3697: X= 586 | Y= 633 | Pose= Vertical | Length= 1
3698: X= 586 | Y= 749 | Pose= Horizontal | Length= 2
3699: X= 586 | Y= 756 | Pose= Vertical | Length= 3
3700: X= 587 | Y= 324 | Pose= Vertical | Length= 7
3701: X= 587 | Y= 325 | Pose= Vertical | Length= 1
3702: X= 587 | Y= 327 | Pose= Horizontal | Length= 2
3703: X= 587 | Y= 466 | Pose= Vertical | Length= 1
3704: X= 588 | Y= 471 | Pose= Vertical | Length= 1
3705: X= 588 | Y= 628 | Pose= Horizontal | Length= 2
3706: X= 588 | Y= 653 | Pose= Vertical | Length= 2
3707: X= 588 | Y= 654 | Pose= Vertical | Length= 1
3708: X= 588 | Y= 657 | Pose= Horizontal | Length= 2
3709: X= 588 | Y= 716 | Pose= Vertical | Length= 4
3710: X= 588 | Y= 717 | Pose= Horizontal | Length= 2
3711: X= 588 | Y= 725 | Pose= Horizontal | Length= 4
3712: X= 588 | Y= 754 | Pose= Vertical | Length= 2
3713: X= 588 | Y= 755 | Pose= Vertical | Length= 1
3714: X= 589 | Y= 326 | Pose= Vertical | Length= 5
3715: X= 589 | Y= 470 | Pose= Vertical | Length= 1
3716: X= 589 | Y= 620 | Pose= Vertical | Length= 2
3717: X= 589 | Y= 624 | Pose= Vertical | Length= 2
3718: X= 589 | Y= 625 | Pose= Vertical | Length= 1
3719: X= 589 | Y= 651 | Pose= Vertical | Length= 2
3720: X= 589 | Y= 652 | Pose= Vertical | Length= 1
3721: X= 589 | Y= 709 | Pose= Vertical | Length= 4
3722: X= 589 | Y= 710 | Pose= Horizontal | Length= 3
3723: X= 589 | Y= 718 | Pose= Vertical | Length= 3
3724: X= 589 | Y= 725 | Pose= Vertical | Length= 2
3725: X= 589 | Y= 728 | Pose= Vertical | Length= 2
3726: X= 589 | Y= 753 | Pose= Vertical | Length= 1
3727: X= 590 | Y= 318 | Pose= Vertical | Length= 2
3728: X= 590 | Y= 332 | Pose= Vertical | Length= 11
3729: X= 590 | Y= 507 | Pose= Vertical | Length= 1
3730: X= 590 | Y= 621 | Pose= Horizontal | Length= 3
3731: X= 590 | Y= 650 | Pose= Vertical | Length= 1
3732: X= 590 | Y= 712 | Pose= Vertical | Length= 3
3733: X= 590 | Y= 726 | Pose= Horizontal | Length= 2
3734: X= 591 | Y= 316 | Pose= Vertical | Length= 4
3735: X= 591 | Y= 317 | Pose= Vertical | Length= 1
3736: X= 591 | Y= 323 | Pose= Vertical | Length= 1
3737: X= 591 | Y= 327 | Pose= Horizontal | Length= 5
3738: X= 591 | Y= 468 | Pose= Vertical | Length= 3
3739: X= 591 | Y= 717 | Pose= Vertical | Length= 1
3740: X= 591 | Y= 755 | Pose= Vertical | Length= 5
3741: X= 591 | Y= 756 | Pose= Horizontal | Length= 2
3742: X= 592 | Y= 325 | Pose= Vertical | Length= 2
3743: X= 592 | Y= 330 | Pose= Vertical | Length= 5
3744: X= 592 | Y= 710 | Pose= Horizontal | Length= 2
3745: X= 592 | Y= 757 | Pose= Vertical | Length= 3
3746: X= 593 | Y= 327 | Pose= Horizontal | Length= 3
3747: X= 594 | Y= 317 | Pose= Horizontal | Length= 2
3748: X= 594 | Y= 320 | Pose= Vertical | Length= 11
3749: X= 594 | Y= 464 | Pose= Vertical | Length= 2
3750: X= 594 | Y= 465 | Pose= Vertical | Length= 1
3751: X= 594 | Y= 620 | Pose= Vertical | Length= 11
3752: X= 594 | Y= 756 | Pose= Vertical | Length= 5
3753: X= 595 | Y= 318 | Pose= Horizontal | Length= 2
3754: X= 595 | Y= 325 | Pose= Vertical | Length= 1
3755: X= 595 | Y= 621 | Pose= Horizontal | Length= 3
3756: X= 595 | Y= 753 | Pose= Vertical | Length= 5
3757: X= 595 | Y= 754 | Pose= Vertical | Length= 1
3758: X= 596 | Y= 322 | Pose= Horizontal | Length= 2
3759: X= 596 | Y= 463 | Pose= Vertical | Length= 1
3760: X= 596 | Y= 623 | Pose= Vertical | Length= 5
3761: X= 597 | Y= 325 | Pose= Vertical | Length= 2
3762: X= 597 | Y= 327 | Pose= Vertical | Length= 3
3763: X= 597 | Y= 341 | Pose= Horizontal | Length= 5
3764: X= 597 | Y= 460 | Pose= Vertical | Length= 2
3765: X= 598 | Y= 341 | Pose= Horizontal | Length= 5
3766: X= 598 | Y= 757 | Pose= Vertical | Length= 4
3767: X= 599 | Y= 331 | Pose= Vertical | Length= 6
3768: X= 599 | Y= 754 | Pose= Horizontal | Length= 2
3769: X= 600 | Y= 326 | Pose= Vertical | Length= 2
3770: X= 600 | Y= 330 | Pose= Vertical | Length= 2
3771: X= 600 | Y= 333 | Pose= Horizontal | Length= 2
3772: X= 600 | Y= 621 | Pose= Horizontal | Length= 2
3773: X= 600 | Y= 755 | Pose= Vertical | Length= 2
3774: X= 601 | Y= 334 | Pose= Vertical | Length= 3
3775: X= 601 | Y= 756 | Pose= Vertical | Length= 1
3776: X= 602 | Y= 325 | Pose= Vertical | Length= 2
3777: X= 602 | Y= 327 | Pose= Vertical | Length= 3
3778: X= 602 | Y= 328 | Pose= Horizontal | Length= 2
3779: X= 603 | Y= 329 | Pose= Vertical | Length= 2
3780: X= 603 | Y= 332 | Pose= Vertical | Length= 2
3781: X= 603 | Y= 333 | Pose= Vertical | Length= 1
3782: X= 604 | Y= 321 | Pose= Vertical | Length= 11
3783: X= 604 | Y= 324 | Pose= Vertical | Length= 1
3784: X= 604 | Y= 328 | Pose= Vertical | Length= 1
3785: X= 604 | Y= 621 | Pose= Vertical | Length= 12
3786: X= 605 | Y= 333 | Pose= Horizontal | Length= 2
3787: X= 605 | Y= 461 | Pose= Horizontal | Length= 2
3788: X= 606 | Y= 622 | Pose= Vertical | Length= 6
3789: X= 606 | Y= 623 | Pose= Horizontal | Length= 2
3790: X= 607 | Y= 324 | Pose= Vertical | Length= 3
3791: X= 607 | Y= 327 | Pose= Horizontal | Length= 3
3792: X= 607 | Y= 624 | Pose= Vertical | Length= 5
3793: X= 608 | Y= 327 | Pose= Horizontal | Length= 3
3794: X= 609 | Y= 325 | Pose= Vertical | Length= 2
3795: X= 609 | Y= 326 | Pose= Vertical | Length= 1
3796: X= 611 | Y= 324 | Pose= Vertical | Length= 1
3797: X= 611 | Y= 623 | Pose= Vertical | Length= 1
3798: X= 614 | Y= 320 | Pose= Vertical | Length= 8
3799: X= 615 | Y= 622 | Pose= Horizontal | Length= 4
3800: X= 616 | Y= 623 | Pose= Vertical | Length= 9
3801: X= 616 | Y= 625 | Pose= Vertical | Length= 4
3802: X= 617 | Y= 326 | Pose= Vertical | Length= 4
3803: X= 619 | Y= 328 | Pose= Horizontal | Length= 2
3804: X= 619 | Y= 332 | Pose= Vertical | Length= 6
3805: X= 619 | Y= 341 | Pose= Vertical | Length= 2
3806: X= 619 | Y= 624 | Pose= Vertical | Length= 1
3807: X= 620 | Y= 331 | Pose= Vertical | Length= 13
3808: X= 621 | Y= 321 | Pose= Vertical | Length= 9
3809: X= 624 | Y= 333 | Pose= Horizontal | Length= 2
3810: X= 624 | Y= 624 | Pose= Vertical | Length= 13
3811: X= 624 | Y= 625 | Pose= Horizontal | Length= 2
3812: X= 625 | Y= 334 | Pose= Vertical | Length= 11
3813: X= 625 | Y= 626 | Pose= Vertical | Length= 3
3814: X= 627 | Y= 625 | Pose= Vertical | Length= 1
3815: X= 629 | Y= 320 | Pose= Vertical | Length= 3
3816: X= 629 | Y= 322 | Pose= Horizontal | Length= 3
3817: X= 630 | Y= 322 | Pose= Horizontal | Length= 3
3818: X= 631 | Y= 321 | Pose= Vertical | Length= 5
3819: X= 631 | Y= 324 | Pose= Vertical | Length= 1
3820: X= 632 | Y= 322 | Pose= Horizontal | Length= 2
3821: X= 632 | Y= 330 | Pose= Vertical | Length= 3
3822: X= 634 | Y= 331 | Pose= Vertical | Length= 3
3823: X= 634 | Y= 625 | Pose= Horizontal | Length= 4
3824: X= 635 | Y= 322 | Pose= Horizontal | Length= 2
3825: X= 635 | Y= 335 | Pose= Vertical | Length= 3
3826: X= 635 | Y= 625 | Pose= Vertical | Length= 2
3827: X= 635 | Y= 628 | Pose= Vertical | Length= 4
3828: X= 636 | Y= 323 | Pose= Vertical | Length= 7
3829: X= 636 | Y= 330 | Pose= Vertical | Length= 10
3830: X= 637 | Y= 332 | Pose= Vertical | Length= 4
3831: X= 637 | Y= 333 | Pose= Horizontal | Length= 2
3832: X= 638 | Y= 625 | Pose= Vertical | Length= 4
3833: X= 638 | Y= 626 | Pose= Horizontal | Length= 2
3834: X= 640 | Y= 333 | Pose= Horizontal | Length= 2
3835: X= 641 | Y= 334 | Pose= Horizontal | Length= 2
3836: X= 641 | Y= 626 | Pose= Vertical | Length= 9
3837: X= 641 | Y= 627 | Pose= Vertical | Length= 7
3838: X= 641 | Y= 628 | Pose= Horizontal | Length= 2
3839: X= 642 | Y= 321 | Pose= Vertical | Length= 4
3840: X= 642 | Y= 322 | Pose= Vertical | Length= 1
3841: X= 642 | Y= 325 | Pose= Vertical | Length= 1
3842: X= 642 | Y= 335 | Pose= Vertical | Length= 4
3843: X= 642 | Y= 629 | Pose= Vertical | Length= 6
3844: X= 643 | Y= 625 | Pose= Vertical | Length= 2
3845: X= 645 | Y= 322 | Pose= Horizontal | Length= 2
3846: X= 645 | Y= 331 | Pose= Horizontal | Length= 4
3847: X= 646 | Y= 323 | Pose= Horizontal | Length= 2
3848: X= 646 | Y= 625 | Pose= Vertical | Length= 1
3849: X= 647 | Y= 314 | Pose= Horizontal | Length= 4
3850: X= 647 | Y= 324 | Pose= Vertical | Length= 11
3851: X= 647 | Y= 335 | Pose= Vertical | Length= 3
3852: X= 647 | Y= 628 | Pose= Vertical | Length= 1
3853: X= 648 | Y= 314 | Pose= Vertical | Length= 2
3854: X= 648 | Y= 317 | Pose= Vertical | Length= 4
3855: X= 648 | Y= 623 | Pose= Vertical | Length= 3
3856: X= 648 | Y= 624 | Pose= Vertical | Length= 3
3857: X= 649 | Y= 313 | Pose= Vertical | Length= 3
3858: X= 649 | Y= 627 | Pose= Horizontal | Length= 3
3859: X= 650 | Y= 612 | Pose= Horizontal | Length= 11
3860: X= 650 | Y= 625 | Pose= Vertical | Length= 1
3861: X= 650 | Y= 629 | Pose= Vertical | Length= 2
3862: X= 651 | Y= 314 | Pose= Horizontal | Length= 3
3863: X= 651 | Y= 325 | Pose= Vertical | Length= 7
3864: X= 651 | Y= 604 | Pose= Horizontal | Length= 6
3865: X= 651 | Y= 613 | Pose= Horizontal | Length= 6
3866: X= 651 | Y= 620 | Pose= Horizontal | Length= 3
3867: X= 651 | Y= 628 | Pose= Vertical | Length= 2
3868: X= 652 | Y= 321 | Pose= Vertical | Length= 6
3869: X= 652 | Y= 322 | Pose= Horizontal | Length= 2
3870: X= 652 | Y= 506 | Pose= Vertical | Length= 1
3871: X= 652 | Y= 599 | Pose= Horizontal | Length= 13
3872: X= 652 | Y= 626 | Pose= Vertical | Length= 2
3873: X= 652 | Y= 627 | Pose= Vertical | Length= 1
3874: X= 653 | Y= 337 | Pose= Vertical | Length= 2
3875: X= 653 | Y= 343 | Pose= Vertical | Length= 2
3876: X= 653 | Y= 344 | Pose= Vertical | Length= 2
3877: X= 653 | Y= 589 | Pose= Horizontal | Length= 11
3878: X= 653 | Y= 602 | Pose= Vertical | Length= 2
3879: X= 653 | Y= 613 | Pose= Horizontal | Length= 13
3880: X= 654 | Y= 589 | Pose= Vertical | Length= 2
3881: X= 654 | Y= 591 | Pose= Horizontal | Length= 9
3882: X= 654 | Y= 613 | Pose= Vertical | Length= 2
3883: X= 655 | Y= 580 | Pose= Horizontal | Length= 3
3884: X= 655 | Y= 584 | Pose= Horizontal | Length= 4
3885: X= 655 | Y= 590 | Pose= Horizontal | Length= 2
3886: X= 655 | Y= 604 | Pose= Horizontal | Length= 9
3887: X= 656 | Y= 374 | Pose= Horizontal | Length= 2
3888: X= 656 | Y= 497 | Pose= Vertical | Length= 5
3889: X= 656 | Y= 498 | Pose= Vertical | Length= 5
3890: X= 656 | Y= 500 | Pose= Vertical | Length= 4
3891: X= 656 | Y= 569 | Pose= Horizontal | Length= 11
3892: X= 656 | Y= 585 | Pose= Horizontal | Length= 2
3893: X= 656 | Y= 588 | Pose= Vertical | Length= 1
3894: X= 656 | Y= 604 | Pose= Vertical | Length= 2
3895: X= 657 | Y= 322 | Pose= Horizontal | Length= 2
3896: X= 657 | Y= 326 | Pose= Vertical | Length= 4
3897: X= 657 | Y= 327 | Pose= Vertical | Length= 1
3898: X= 657 | Y= 345 | Pose= Vertical | Length= 1
3899: X= 657 | Y= 472 | Pose= Horizontal | Length= 2
3900: X= 657 | Y= 495 | Pose= Horizontal | Length= 2
3901: X= 657 | Y= 501 | Pose= Vertical | Length= 3
3902: X= 657 | Y= 507 | Pose= Vertical | Length= 1
3903: X= 657 | Y= 553 | Pose= Vertical | Length= 3
3904: X= 657 | Y= 558 | Pose= Horizontal | Length= 10
3905: X= 657 | Y= 569 | Pose= Horizontal | Length= 4
3906: X= 657 | Y= 576 | Pose= Vertical | Length= 1
3907: X= 657 | Y= 597 | Pose= Vertical | Length= 2
3908: X= 657 | Y= 599 | Pose= Horizontal | Length= 3
3909: X= 657 | Y= 603 | Pose= Vertical | Length= 2
3910: X= 658 | Y= 332 | Pose= Vertical | Length= 4
3911: X= 658 | Y= 333 | Pose= Horizontal | Length= 2
3912: X= 658 | Y= 460 | Pose= Vertical | Length= 2
3913: X= 658 | Y= 499 | Pose= Vertical | Length= 2
3914: X= 658 | Y= 505 | Pose= Vertical | Length= 2
3915: X= 658 | Y= 508 | Pose= Horizontal | Length= 3
3916: X= 658 | Y= 541 | Pose= Vertical | Length= 5
3917: X= 658 | Y= 543 | Pose= Horizontal | Length= 10
3918: X= 658 | Y= 554 | Pose= Horizontal | Length= 5
3919: X= 658 | Y= 560 | Pose= Vertical | Length= 2
3920: X= 658 | Y= 584 | Pose= Horizontal | Length= 6
3921: X= 658 | Y= 592 | Pose= Horizontal | Length= 5
3922: X= 658 | Y= 598 | Pose= Horizontal | Length= 2
3923: X= 658 | Y= 601 | Pose= Horizontal | Length= 2
3924: X= 659 | Y= 321 | Pose= Vertical | Length= 4
3925: X= 659 | Y= 322 | Pose= Horizontal | Length= 3
3926: X= 659 | Y= 334 | Pose= Vertical | Length= 2
3927: X= 659 | Y= 508 | Pose= Horizontal | Length= 3
3928: X= 659 | Y= 543 | Pose= Vertical | Length= 2
3929: X= 659 | Y= 550 | Pose= Horizontal | Length= 3
3930: X= 659 | Y= 554 | Pose= Horizontal | Length= 6
3931: X= 659 | Y= 584 | Pose= Vertical | Length= 2
3932: X= 659 | Y= 587 | Pose= Vertical | Length= 3
3933: X= 659 | Y= 588 | Pose= Horizontal | Length= 2
3934: X= 659 | Y= 592 | Pose= Vertical | Length= 3
3935: X= 660 | Y= 324 | Pose= Vertical | Length= 3
3936: X= 660 | Y= 327 | Pose= Vertical | Length= 7
3937: X= 660 | Y= 330 | Pose= Vertical | Length= 7
3938: X= 660 | Y= 333 | Pose= Vertical | Length= 1
3939: X= 660 | Y= 335 | Pose= Vertical | Length= 1
3940: X= 660 | Y= 463 | Pose= Horizontal | Length= 2
3941: X= 660 | Y= 531 | Pose= Horizontal | Length= 10
3942: X= 660 | Y= 542 | Pose= Vertical | Length= 3
3943: X= 660 | Y= 544 | Pose= Horizontal | Length= 7
3944: X= 660 | Y= 556 | Pose= Vertical | Length= 3
3945: X= 660 | Y= 558 | Pose= Vertical | Length= 1
3946: X= 660 | Y= 576 | Pose= Horizontal | Length= 8
3947: X= 661 | Y= 464 | Pose= Vertical | Length= 1
3948: X= 661 | Y= 472 | Pose= Horizontal | Length= 2
3949: X= 661 | Y= 525 | Pose= Horizontal | Length= 15
3950: X= 661 | Y= 551 | Pose= Horizontal | Length= 5
3951: X= 661 | Y= 567 | Pose= Horizontal | Length= 10
3952: X= 661 | Y= 588 | Pose= Horizontal | Length= 4
3953: X= 662 | Y= 322 | Pose= Horizontal | Length= 2
3954: X= 662 | Y= 451 | Pose= Horizontal | Length= 3
3955: X= 662 | Y= 517 | Pose= Horizontal | Length= 9
3956: X= 662 | Y= 528 | Pose= Vertical | Length= 4
3957: X= 662 | Y= 529 | Pose= Vertical | Length= 2
3958: X= 662 | Y= 532 | Pose= Vertical | Length= 2
3959: X= 662 | Y= 540 | Pose= Vertical | Length= 2
3960: X= 662 | Y= 543 | Pose= Horizontal | Length= 9
3961: X= 662 | Y= 557 | Pose= Horizontal | Length= 11
3962: X= 663 | Y= 430 | Pose= Vertical | Length= 2
3963: X= 663 | Y= 431 | Pose= Vertical | Length= 2
3964: X= 663 | Y= 469 | Pose= Vertical | Length= 2
3965: X= 663 | Y= 501 | Pose= Vertical | Length= 2
3966: X= 663 | Y= 507 | Pose= Horizontal | Length= 11
3967: X= 663 | Y= 530 | Pose= Horizontal | Length= 2
3968: X= 663 | Y= 533 | Pose= Horizontal | Length= 2
3969: X= 663 | Y= 536 | Pose= Horizontal | Length= 4
3970: X= 664 | Y= 507 | Pose= Horizontal | Length= 11
3971: X= 664 | Y= 534 | Pose= Vertical | Length= 2
3972: X= 664 | Y= 536 | Pose= Vertical | Length= 2
3973: X= 665 | Y= 331 | Pose= Vertical | Length= 11
3974: X= 665 | Y= 332 | Pose= Vertical | Length= 1
3975: X= 665 | Y= 460 | Pose= Vertical | Length= 1
3976: X= 665 | Y= 463 | Pose= Vertical | Length= 1
3977: X= 665 | Y= 492 | Pose= Horizontal | Length= 9
3978: X= 665 | Y= 525 | Pose= Horizontal | Length= 3
3979: X= 665 | Y= 529 | Pose= Horizontal | Length= 4
3980: X= 665 | Y= 535 | Pose= Vertical | Length= 1
3981: X= 666 | Y= 328 | Pose= Horizontal | Length= 2
3982: X= 666 | Y= 341 | Pose= Vertical | Length= 1
3983: X= 666 | Y= 479 | Pose= Horizontal | Length= 15
3984: X= 666 | Y= 499 | Pose= Horizontal | Length= 3
3985: X= 666 | Y= 523 | Pose= Horizontal | Length= 4
3986: X= 666 | Y= 532 | Pose= Vertical | Length= 2
3987: X= 667 | Y= 329 | Pose= Vertical | Length= 8
3988: X= 667 | Y= 333 | Pose= Vertical | Length= 5
3989: X= 667 | Y= 334 | Pose= Horizontal | Length= 2
3990: X= 667 | Y= 420 | Pose= Horizontal | Length= 2
3991: X= 667 | Y= 471 | Pose= Horizontal | Length= 14
3992: X= 667 | Y= 486 | Pose= Vertical | Length= 4
3993: X= 667 | Y= 487 | Pose= Horizontal | Length= 3
3994: X= 667 | Y= 491 | Pose= Horizontal | Length= 3
3995: X= 667 | Y= 497 | Pose= Horizontal | Length= 2
3996: X= 667 | Y= 510 | Pose= Vertical | Length= 2
3997: X= 667 | Y= 511 | Pose= Vertical | Length= 2
3998: X= 667 | Y= 522 | Pose= Vertical | Length= 4
3999: X= 667 | Y= 523 | Pose= Horizontal | Length= 2
4000: X= 667 | Y= 528 | Pose= Vertical | Length= 4
4001: X= 667 | Y= 529 | Pose= Horizontal | Length= 3
4002: X= 668 | Y= 335 | Pose= Vertical | Length= 5
4003: X= 668 | Y= 346 | Pose= Vertical | Length= 3
4004: X= 668 | Y= 463 | Pose= Horizontal | Length= 3
4005: X= 668 | Y= 471 | Pose= Vertical | Length= 2
4006: X= 668 | Y= 474 | Pose= Vertical | Length= 2
4007: X= 668 | Y= 484 | Pose= Vertical | Length= 3
4008: X= 668 | Y= 489 | Pose= Vertical | Length= 2
4009: X= 668 | Y= 507 | Pose= Vertical | Length= 4
4010: X= 668 | Y= 508 | Pose= Horizontal | Length= 2
4011: X= 668 | Y= 512 | Pose= Horizontal | Length= 9
4012: X= 668 | Y= 524 | Pose= Vertical | Length= 3
4013: X= 669 | Y= 463 | Pose= Horizontal | Length= 3
4014: X= 669 | Y= 472 | Pose= Horizontal | Length= 2
4015: X= 669 | Y= 520 | Pose= Vertical | Length= 2
4016: X= 670 | Y= 347 | Pose= Vertical | Length= 1
4017: X= 670 | Y= 364 | Pose= Horizontal | Length= 2
4018: X= 670 | Y= 453 | Pose= Vertical | Length= 2
4019: X= 670 | Y= 455 | Pose= Vertical | Length= 3
4020: X= 670 | Y= 459 | Pose= Vertical | Length= 2
4021: X= 670 | Y= 460 | Pose= Vertical | Length= 1
4022: X= 670 | Y= 468 | Pose= Vertical | Length= 1
4023: X= 670 | Y= 470 | Pose= Vertical | Length= 2
4024: X= 670 | Y= 477 | Pose= Horizontal | Length= 7
4025: X= 670 | Y= 487 | Pose= Horizontal | Length= 2
4026: X= 670 | Y= 490 | Pose= Vertical | Length= 2
4027: X= 670 | Y= 499 | Pose= Horizontal | Length= 6
4028: X= 670 | Y= 521 | Pose= Vertical | Length= 1
4029: X= 670 | Y= 525 | Pose= Horizontal | Length= 3
4030: X= 671 | Y= 334 | Pose= Vertical | Length= 1
4031: X= 671 | Y= 336 | Pose= Vertical | Length= 1
4032: X= 671 | Y= 348 | Pose= Horizontal | Length= 2
4033: X= 671 | Y= 441 | Pose= Horizontal | Length= 10
4034: X= 671 | Y= 454 | Pose= Vertical | Length= 2
4035: X= 671 | Y= 456 | Pose= Horizontal | Length= 3
4036: X= 671 | Y= 464 | Pose= Vertical | Length= 2
